ORDEN,AÑO,DISCIPLINA DEPORTIVA,No. GRUPO,BARRIO CLUB,COMUNA CLUB,SEXO,EDAD,ESTRATO,BARRIO DEPORTISTA,COMUNA DEPORTISTA,GRUPO ETAREO
133,2021,ATLETISMO,CANCHA MICROFUTBOL GIRARDOT,GIRARDOT,04. OCCIDENTAL,MASCULINO,8,1,SIN INFORMACION,SIN INFORMACION,3 a 12 años
134,2021,ATLETISMO,CANCHA MICROFUTBOL GIRARDOT,GIRARDOT,04. OCCIDENTAL,FEMENINO,6,1,GIRARDOT,04. OCCIDENTAL,3 a 12 años
135,2021,ATLETISMO,CANCHA MICROFUTBOL GIRARDOT,GIRARDOT,04. OCCIDENTAL,MASCULINO,8,1,ALARCON,03. SAN FRANCISCO,3 a 12 años
136,2021,ATLETISMO,CANCHA MICROFUTBOL GIRARDOT,GIRARDOT,04. OCCIDENTAL,MASCULINO,6,1,LA FERIA,04. OCCIDENTAL,3 a 12 años
137,2021,ATLETISMO,CANCHA MICROFUTBOL GIRARDOT,GIRARDOT,04. OCCIDENTAL,MASCULINO,9,1,GIRARDOT,04. OCCIDENTAL,3 a 12 años
138,2021,ATLETISMO,CANCHA MICROFUTBOL GIRARDOT,GIRARDOT,04. OCCIDENTAL,MASCULINO,6,2,CAMPO HERMOSO,05. GARCIA ROVIRA,3 a 12 años
139,2021,ATLETISMO,CANCHA MICROFUTBOL GIRARDOT,GIRARDOT,04. OCCIDENTAL,MASCULINO,7,2,REAL DE MINAS,07. LA CIUDADELA,3 a 12 años
140,2021,ATLETISMO,CANCHA MICROFUTBOL GIRARDOT,GIRARDOT,04. OCCIDENTAL,MASCULINO,7,1,GIRARDOT,04. OCCIDENTAL,3 a 12 años
141,2021,ATLETISMO,CANCHA MICROFUTBOL GIRARDOT,GIRARDOT,04. OCCIDENTAL,FEMENINO,11,2,GIRARDOT,04. OCCIDENTAL,3 a 12 años
142,2021,ATLETISMO,CANCHA MICROFUTBOL GIRARDOT,GIRARDOT,04. OCCIDENTAL,FEMENINO,10,2,GIRARDOT,04. OCCIDENTAL,3 a 12 años
143,2021,ATLETISMO,CANCHA MICROFUTBOL GIRARDOT,GIRARDOT,04. OCCIDENTAL,FEMENINO,10,2,GIRARDOT,04. OCCIDENTAL,3 a 12 años
144,2021,ATLETISMO,CANCHA MICROFUTBOL GIRARDOT,GIRARDOT,04. OCCIDENTAL,MASCULINO,8,1,GIRARDOT,04. OCCIDENTAL,3 a 12 años
145,2021,ATLETISMO,CANCHA MICROFUTBOL GIRARDOT,GIRARDOT,04. OCCIDENTAL,FEMENINO,12,1,GIRARDOT,04. OCCIDENTAL,3 a 12 años
146,2021,ATLETISMO,CANCHA MICROFUTBOL LOS ANGELES,LOS ANGELES,02. NORORIENTAL,FEMENINO,9,2,LOS ANGELES,02. NORORIENTAL,3 a 12 años
147,2021,ATLETISMO,CANCHA MICROFUTBOL LOS ANGELES,LOS ANGELES,02. NORORIENTAL,MASCULINO,8,2,QUINTA BRIGADA,13. ORIENTAL,3 a 12 años
148,2021,ATLETISMO,CANCHA MICROFUTBOL LOS ANGELES,LOS ANGELES,02. NORORIENTAL,FEMENINO,9,2,SAN ALONSO,13. ORIENTAL,3 a 12 años
149,2021,ATLETISMO,CANCHA MICROFUTBOL LOS ANGELES,LOS ANGELES,02. NORORIENTAL,FEMENINO,12,2,CENTRO,15. CENTRO,3 a 12 años
150,2021,ATLETISMO,CANCHA MICROFUTBOL LOS ANGELES,LOS ANGELES,02. NORORIENTAL,MASCULINO,6,2,LOS ANGELES,02. NORORIENTAL,3 a 12 años
151,2021,ATLETISMO,CANCHA MICROFUTBOL LOS ANGELES,LOS ANGELES,02. NORORIENTAL,FEMENINO,12,2,LOS ANGELES,02. NORORIENTAL,3 a 12 años
152,2021,ATLETISMO,CANCHA MICROFUTBOL LOS ANGELES,LOS ANGELES,02. NORORIENTAL,MASCULINO,8,2,SAN ALONSO,13. ORIENTAL,3 a 12 años
153,2021,ATLETISMO,CANCHA MICROFUTBOL LOS ANGELES,LOS ANGELES,02. NORORIENTAL,FEMENINO,13,2,SOTOMAYOR,12. CABECERA DEL LLANO,13 a 17 años
154,2021,ATLETISMO,CANCHA MICROFUTBOL LOS ANGELES,LOS ANGELES,02. NORORIENTAL,FEMENINO,7,2,LOS ANGELES,02. NORORIENTAL,3 a 12 años
155,2021,ATLETISMO,CANCHA MICROFUTBOL LOS ANGELES,LOS ANGELES,02. NORORIENTAL,FEMENINO,7,2,SAN ALONSO,13. ORIENTAL,3 a 12 años
156,2021,ATLETISMO,CANCHA MICROFUTBOL LOS ANGELES,LOS ANGELES,02. NORORIENTAL,FEMENINO,13,2,SAN ALONSO,13. ORIENTAL,13 a 17 años
157,2021,ATLETISMO,CANCHA MICROFUTBOL LOS ANGELES,LOS ANGELES,02. NORORIENTAL,MASCULINO,9,2,CENTRO,15. CENTRO,3 a 12 años
158,2021,ATLETISMO,CANCHA MICROFUTBOL LOS ANGELES,LOS ANGELES,02. NORORIENTAL,MASCULINO,11,2,SAN ALONSO,13. ORIENTAL,3 a 12 años
159,2021,ATLETISMO,CANCHA MICROFUTBOL LOS ANGELES,LOS ANGELES,02. NORORIENTAL,FEMENINO,6,2,CENTRO,15. CENTRO,3 a 12 años
160,2021,ATLETISMO,CANCHA MICROFUTBOL LOS ANGELES,LOS ANGELES,02. NORORIENTAL,FEMENINO,11,2,CENTRO,15. CENTRO,3 a 12 años
161,2021,ATLETISMO,CANCHA MICROFUTBOL LOS ANGELES,LOS ANGELES,02. NORORIENTAL,MASCULINO,6,2,LOS ANGELES,02. NORORIENTAL,3 a 12 años
162,2021,ATLETISMO,CANCHA MICROFUTBOL LOS ANGELES,LOS ANGELES,02. NORORIENTAL,FEMENINO,9,2,SAN ALONSO,13. ORIENTAL,3 a 12 años
163,2021,ATLETISMO,CANCHA MICROFUTBOL LOS ANGELES,LOS ANGELES,02. NORORIENTAL,MASCULINO,6,2,QUINTA BRIGADA,13. ORIENTAL,3 a 12 años
164,2021,ATLETISMO,CANCHA MICROFUTBOL LOS ANGELES,LOS ANGELES,02. NORORIENTAL,FEMENINO,6,2,SAN ALONSO,13. ORIENTAL,3 a 12 años
165,2021,BALONCESTO,Cancha #1 baloncesto parque de los niños,ANTONIA SANTOS CENTRO,13. ORIENTAL,FEMENINO,7,4,ANTONIA SANTOS CENTRO,13. ORIENTAL,3 a 12 años
166,2021,BALONCESTO,Cancha #1 baloncesto parque de los niños,ANTONIA SANTOS CENTRO,13. ORIENTAL,MASCULINO,6,3,GARCIA ROVIRA,15. CENTRO,3 a 12 años
167,2021,BALONCESTO,Cancha #1 baloncesto parque de los niños,ANTONIA SANTOS CENTRO,13. ORIENTAL,FEMENINO,8,1,COLSEGUROS NORTE,01. NORTE,3 a 12 años
168,2021,BALONCESTO,Cancha #1 baloncesto parque de los niños,ANTONIA SANTOS CENTRO,13. ORIENTAL,FEMENINO,13,1,GARCIA ROVIRA,15. CENTRO,13 a 17 años
169,2021,BALONCESTO,Cancha #1 baloncesto parque de los niños,ANTONIA SANTOS CENTRO,13. ORIENTAL,FEMENINO,12,1,GARCIA ROVIRA,15. CENTRO,3 a 12 años
170,2021,BALONCESTO,Cancha #1 baloncesto parque de los niños,ANTONIA SANTOS CENTRO,13. ORIENTAL,MASCULINO,6,4,MEJORAS PUBLICAS,13. ORIENTAL,3 a 12 años
171,2021,BALONCESTO,Cancha #1 baloncesto parque de los niños,ANTONIA SANTOS CENTRO,13. ORIENTAL,MASCULINO,7,1,SIN INFORMACION,SIN INFORMACION,3 a 12 años
172,2021,BALONCESTO,Cancha #1 baloncesto parque de los niños,ANTONIA SANTOS CENTRO,13. ORIENTAL,MASCULINO,11,3,ALARCON,03. SAN FRANCISCO,3 a 12 años
173,2021,BALONCESTO,Cancha #1 baloncesto parque de los niños,ANTONIA SANTOS CENTRO,13. ORIENTAL,FEMENINO,11,3,ANTONIA SANTOS CENTRO,13. ORIENTAL,3 a 12 años
174,2021,BALONCESTO,Cancha #1 baloncesto parque de los niños,ANTONIA SANTOS CENTRO,13. ORIENTAL,FEMENINO,13,4,MEJORAS PUBLICAS,13. ORIENTAL,13 a 17 años
175,2021,BALONCESTO,Cancha #1 baloncesto parque de los niños,ANTONIA SANTOS CENTRO,13. ORIENTAL,MASCULINO,10,4,SAN FRANCISCO,03. SAN FRANCISCO,3 a 12 años
176,2021,BALONCESTO,Cancha #1 baloncesto parque de los niños,ANTONIA SANTOS CENTRO,13. ORIENTAL,MASCULINO,11,3,ANTONIA SANTOS CENTRO,13. ORIENTAL,3 a 12 años
177,2021,BALONCESTO,Cancha #1 baloncesto parque de los niños,ANTONIA SANTOS CENTRO,13. ORIENTAL,MASCULINO,12,3,ANTONIA SANTOS CENTRO,13. ORIENTAL,3 a 12 años
178,2021,BALONCESTO,Cancha #1 baloncesto parque de los niños,ANTONIA SANTOS CENTRO,13. ORIENTAL,MASCULINO,12,4,MEJORAS PUBLICAS,13. ORIENTAL,3 a 12 años
179,2021,BALONCESTO,Cancha #1 baloncesto parque de los niños,ANTONIA SANTOS CENTRO,13. ORIENTAL,MASCULINO,12,4,BOLIVAR,13. ORIENTAL,3 a 12 años
180,2021,BALONCESTO,Cancha #1 baloncesto parque de los niños,ANTONIA SANTOS CENTRO,13. ORIENTAL,MASCULINO,11,4,MEJORAS PUBLICAS,13. ORIENTAL,3 a 12 años
181,2021,BALONCESTO,Cancha #1 baloncesto parque de los niños,ANTONIA SANTOS CENTRO,13. ORIENTAL,MASCULINO,10,4,ANTONIA SANTOS CENTRO,13. ORIENTAL,3 a 12 años
182,2021,BALONCESTO,Cancha #1 baloncesto parque de los niños,ANTONIA SANTOS CENTRO,13. ORIENTAL,MASCULINO,12,1,ALARCON,03. SAN FRANCISCO,3 a 12 años
183,2021,BALONCESTO,Cancha #1 baloncesto parque de los niños,ANTONIA SANTOS CENTRO,13. ORIENTAL,FEMENINO,7,3,ALVAREZ,13. ORIENTAL,3 a 12 años
184,2021,BALONCESTO,Cancha #1 baloncesto parque de los niños,ANTONIA SANTOS CENTRO,13. ORIENTAL,FEMENINO,12,4,GARCIA ROVIRA,15. CENTRO,3 a 12 años
185,2021,BALONCESTO,Cancha #1 baloncesto parque de los niños,ANTONIA SANTOS CENTRO,13. ORIENTAL,FEMENINO,11,4,CENTRO,15. CENTRO,3 a 12 años
186,2021,BALONCESTO,Cancha #1 baloncesto parque de los niños,ANTONIA SANTOS CENTRO,13. ORIENTAL,MASCULINO,10,4,SAN ALONSO,13. ORIENTAL,3 a 12 años
187,2021,BALONCESTO,Cancha #1 baloncesto parque de los niños,ANTONIA SANTOS CENTRO,13. ORIENTAL,FEMENINO,12,4,ANTONIA SANTOS CENTRO,13. ORIENTAL,3 a 12 años
188,2021,BALONCESTO,Cancha #1 baloncesto parque de los niños,ANTONIA SANTOS CENTRO,13. ORIENTAL,MASCULINO,13,3,RICAURTE,06. LA CONCORDIA,13 a 17 años
189,2021,BALONCESTO,Cancha #1 baloncesto parque de los niños,ANTONIA SANTOS CENTRO,13. ORIENTAL,FEMENINO,8,4,MEJORAS PUBLICAS,13. ORIENTAL,3 a 12 años
190,2021,BALONCESTO,Cancha #1 baloncesto parque de los niños,ANTONIA SANTOS CENTRO,13. ORIENTAL,MASCULINO,11,3,GARCIA ROVIRA,15. CENTRO,3 a 12 años
191,2021,BALONCESTO,Cancha #1 baloncesto parque de los niños,ANTONIA SANTOS CENTRO,13. ORIENTAL,FEMENINO,7,3,GARCIA ROVIRA,15. CENTRO,3 a 12 años
192,2021,BALONCESTO,Cancha #1 baloncesto parque de los niños,ANTONIA SANTOS CENTRO,13. ORIENTAL,MASCULINO,7,3,CENTRO,15. CENTRO,3 a 12 años
193,2021,BALONCESTO,Cancha #1 baloncesto parque de los niños,ANTONIA SANTOS CENTRO,13. ORIENTAL,MASCULINO,7,1,BUENAVISTA,14. MORRORICO,3 a 12 años
194,2021,BALONCESTO,Cancha #1 baloncesto parque de los niños,ANTONIA SANTOS CENTRO,13. ORIENTAL,FEMENINO,8,4,LA AURORA,13. ORIENTAL,3 a 12 años
195,2021,BALONCESTO,Cancha #1 baloncesto parque de los niños,ANTONIA SANTOS CENTRO,13. ORIENTAL,MASCULINO,12,4,ANTONIA SANTOS CENTRO,13. ORIENTAL,3 a 12 años
196,2021,BALONCESTO,Cancha #1 baloncesto parque de los niños,ANTONIA SANTOS CENTRO,13. ORIENTAL,MASCULINO,9,2,SAN FRANCISCO,03. SAN FRANCISCO,3 a 12 años
197,2021,BALONCESTO,cancha de baloncesto barrio hacienda san juan,HACIENDA SAN JUAN,16. LAGOS DEL CACIQUE,FEMENINO,13,2,ROBLES,11. SUR,13 a 17 años
198,2021,BALONCESTO,cancha de baloncesto barrio hacienda san juan,HACIENDA SAN JUAN,16. LAGOS DEL CACIQUE,FEMENINO,12,2,BOSQUES DEL CACIQUE,16. LAGOS DEL CACIQUE,3 a 12 años
199,2021,BALONCESTO,cancha de baloncesto barrio hacienda san juan,HACIENDA SAN JUAN,16. LAGOS DEL CACIQUE,FEMENINO,11,2,HACIENDA SAN JUAN,16. LAGOS DEL CACIQUE,3 a 12 años
200,2021,BALONCESTO,cancha de baloncesto barrio hacienda san juan,HACIENDA SAN JUAN,16. LAGOS DEL CACIQUE,FEMENINO,8,3,HACIENDA SAN JUAN,16. LAGOS DEL CACIQUE,3 a 12 años
201,2021,BALONCESTO,cancha de baloncesto barrio hacienda san juan,HACIENDA SAN JUAN,16. LAGOS DEL CACIQUE,FEMENINO,13,2,REAL DE MINAS,07. LA CIUDADELA,13 a 17 años
202,2021,BALONCESTO,cancha de baloncesto barrio hacienda san juan,HACIENDA SAN JUAN,16. LAGOS DEL CACIQUE,FEMENINO,9,2,LA TRINIDAD,24. CALDAS - REPOSO,3 a 12 años
203,2021,BALONCESTO,cancha de baloncesto barrio hacienda san juan,HACIENDA SAN JUAN,16. LAGOS DEL CACIQUE,MASCULINO,9,2,ALTOS DEL CACIQUE,16. LAGOS DEL CACIQUE,3 a 12 años
204,2021,BALONCESTO,cancha de baloncesto barrio hacienda san juan,HACIENDA SAN JUAN,16. LAGOS DEL CACIQUE,MASCULINO,13,3,ALTOS DEL CACIQUE,16. LAGOS DEL CACIQUE,13 a 17 años
205,2021,BALONCESTO,cancha de baloncesto barrio hacienda san juan,HACIENDA SAN JUAN,16. LAGOS DEL CACIQUE,FEMENINO,12,2,SAN EXPEDITO,16. LAGOS DEL CACIQUE,3 a 12 años
206,2021,BALONCESTO,cancha de baloncesto barrio hacienda san juan,HACIENDA SAN JUAN,16. LAGOS DEL CACIQUE,FEMENINO,11,3,HACIENDA SAN JUAN,16. LAGOS DEL CACIQUE,3 a 12 años
207,2021,BALONCESTO,cancha de baloncesto barrio hacienda san juan,HACIENDA SAN JUAN,16. LAGOS DEL CACIQUE,FEMENINO,11,3,HACIENDA SAN JUAN,16. LAGOS DEL CACIQUE,3 a 12 años
208,2021,BALONCESTO,cancha de baloncesto barrio hacienda san juan,HACIENDA SAN JUAN,16. LAGOS DEL CACIQUE,MASCULINO,11,3,HACIENDA SAN JUAN,16. LAGOS DEL CACIQUE,3 a 12 años
209,2021,BALONCESTO,cancha de baloncesto barrio hacienda san juan,HACIENDA SAN JUAN,16. LAGOS DEL CACIQUE,MASCULINO,11,3,HACIENDA SAN JUAN,16. LAGOS DEL CACIQUE,3 a 12 años
210,2021,BALONCESTO,cancha de baloncesto barrio hacienda san juan,HACIENDA SAN JUAN,16. LAGOS DEL CACIQUE,FEMENINO,12,3,REAL DE MINAS,07. LA CIUDADELA,3 a 12 años
211,2021,BALONCESTO,cancha de baloncesto barrio hacienda san juan,HACIENDA SAN JUAN,16. LAGOS DEL CACIQUE,FEMENINO,11,2,REAL DE MINAS,07. LA CIUDADELA,3 a 12 años
212,2021,BALONCESTO,cancha de baloncesto barrio hacienda san juan,HACIENDA SAN JUAN,16. LAGOS DEL CACIQUE,FEMENINO,11,2,HACIENDA SAN JUAN,16. LAGOS DEL CACIQUE,3 a 12 años
213,2021,BALONCESTO,cancha de baloncesto barrio hacienda san juan,HACIENDA SAN JUAN,16. LAGOS DEL CACIQUE,FEMENINO,11,2,REAL DE MINAS,07. LA CIUDADELA,3 a 12 años
214,2021,BALONCESTO,cancha de baloncesto barrio hacienda san juan,HACIENDA SAN JUAN,16. LAGOS DEL CACIQUE,FEMENINO,11,2,HACIENDA SAN JUAN,16. LAGOS DEL CACIQUE,3 a 12 años
215,2021,BALONCESTO,cancha de baloncesto barrio hacienda san juan,HACIENDA SAN JUAN,16. LAGOS DEL CACIQUE,FEMENINO,12,3,HACIENDA SAN JUAN,16. LAGOS DEL CACIQUE,3 a 12 años
216,2021,BALONCESTO,cancha de baloncesto barrio hacienda san juan,HACIENDA SAN JUAN,16. LAGOS DEL CACIQUE,FEMENINO,9,3,SIN INFORMACION,SIN INFORMACION,3 a 12 años
217,2021,BALONCESTO,cancha de baloncesto barrio hacienda san juan,HACIENDA SAN JUAN,16. LAGOS DEL CACIQUE,FEMENINO,13,3,HACIENDA SAN JUAN,16. LAGOS DEL CACIQUE,13 a 17 años
218,2021,BALONCESTO,cancha de baloncesto barrio hacienda san juan,HACIENDA SAN JUAN,16. LAGOS DEL CACIQUE,MASCULINO,13,3,HACIENDA SAN JUAN,16. LAGOS DEL CACIQUE,13 a 17 años
219,2021,BALONCESTO,cancha de baloncesto barrio hacienda san juan,HACIENDA SAN JUAN,16. LAGOS DEL CACIQUE,MASCULINO,10,2,LA TRINIDAD,24. CALDAS - REPOSO,3 a 12 años
220,2021,BALONCESTO,cancha de baloncesto barrio hacienda san juan,HACIENDA SAN JUAN,16. LAGOS DEL CACIQUE,FEMENINO,12,3,GAITAN,04. OCCIDENTAL,3 a 12 años
221,2021,BALONCESTO,cancha #1 baloncesto barrio el rocio,EL ROCIO,11. SUR,MASCULINO,7,3,MANUELA BELTRAN,11. SUR,3 a 12 años
222,2021,BALONCESTO,cancha #1 baloncesto barrio el rocio,EL ROCIO,11. SUR,FEMENINO,9,3,EL ROCIO,11. SUR,3 a 12 años
223,2021,BALONCESTO,cancha #1 baloncesto barrio el rocio,EL ROCIO,11. SUR,MASCULINO,8,4,BRISAS DE PROVENZA,10. PROVENZA,3 a 12 años
224,2021,BALONCESTO,cancha #1 baloncesto barrio el rocio,EL ROCIO,11. SUR,FEMENINO,8,4,BRISAS DE PROVENZA,10. PROVENZA,3 a 12 años
225,2021,BALONCESTO,cancha #1 baloncesto barrio el rocio,EL ROCIO,11. SUR,FEMENINO,9,2,MANUELA BELTRAN,11. SUR,3 a 12 años
226,2021,BALONCESTO,cancha #1 baloncesto barrio el rocio,EL ROCIO,11. SUR,FEMENINO,6,2,MANUELA BELTRAN,11. SUR,3 a 12 años
227,2021,BALONCESTO,cancha #1 baloncesto barrio el rocio,EL ROCIO,11. SUR,MASCULINO,8,3,EL ROCIO,11. SUR,3 a 12 años
228,2021,BALONCESTO,cancha #1 baloncesto barrio el rocio,EL ROCIO,11. SUR,FEMENINO,8,1,PROVENZA,10. PROVENZA,3 a 12 años
229,2021,BALONCESTO,cancha #1 baloncesto barrio el rocio,EL ROCIO,11. SUR,MASCULINO,10,2,REAL DE MINAS,07. LA CIUDADELA,3 a 12 años
230,2021,BALONCESTO,cancha #1 baloncesto barrio el rocio,EL ROCIO,11. SUR,MASCULINO,12,3,EL ROCIO,11. SUR,3 a 12 años
231,2021,BALONCESTO,cancha #1 baloncesto barrio el rocio,EL ROCIO,11. SUR,FEMENINO,10,3,MANUELA BELTRAN,11. SUR,3 a 12 años
232,2021,BALONCESTO,cancha #1 baloncesto barrio el rocio,EL ROCIO,11. SUR,FEMENINO,10,2,MANUELA BELTRAN,11. SUR,3 a 12 años
233,2021,BALONCESTO,cancha #1 baloncesto barrio el rocio,EL ROCIO,11. SUR,FEMENINO,11,3,EL ROCIO,11. SUR,3 a 12 años
234,2021,BALONCESTO,cancha #1 baloncesto barrio el rocio,EL ROCIO,11. SUR,MASCULINO,11,3,EL ROCIO,11. SUR,3 a 12 años
235,2021,BALONCESTO,cancha #1 baloncesto barrio el rocio,EL ROCIO,11. SUR,FEMENINO,11,3,EL ROCIO,11. SUR,3 a 12 años
236,2021,BALONCESTO,cancha #1 baloncesto barrio el rocio,EL ROCIO,11. SUR,FEMENINO,11,3,EL ROCIO,11. SUR,3 a 12 años
237,2021,BALONCESTO,cancha #1 baloncesto barrio el rocio,EL ROCIO,11. SUR,FEMENINO,10,3,REAL DE MINAS,07. LA CIUDADELA,3 a 12 años
238,2021,BALONCESTO,cancha #1 baloncesto barrio el rocio,EL ROCIO,11. SUR,FEMENINO,9,3,JARDINES DE COAVICONSA,11. SUR,3 a 12 años
239,2021,BALONCESTO,cancha #1 baloncesto barrio el rocio,EL ROCIO,11. SUR,FEMENINO,7,3,ASTURIAS,09. LA PEDREGOSA,3 a 12 años
240,2021,BALONCESTO,cancha #1 baloncesto barrio el rocio,EL ROCIO,11. SUR,FEMENINO,9,3,VILLA ALICIA,11. SUR,3 a 12 años
241,2021,BALONCESTO,cancha #1 baloncesto barrio el rocio,EL ROCIO,11. SUR,FEMENINO,13,3,EL ROCIO,11. SUR,13 a 17 años
242,2021,BALONCESTO,cancha #1 baloncesto barrio el rocio,EL ROCIO,11. SUR,MASCULINO,12,1,PROVENZA,10. PROVENZA,3 a 12 años
243,2021,BALONCESTO,cancha #1 baloncesto barrio el rocio,EL ROCIO,11. SUR,FEMENINO,7,3,VILLA ALICIA,11. SUR,3 a 12 años
244,2021,BALONCESTO,cancha #1 baloncesto barrio el rocio,EL ROCIO,11. SUR,MASCULINO,12,2,VILLA SARA,11. SUR,3 a 12 años
245,2021,BALONCESTO,cancha #1 baloncesto barrio el rocio,EL ROCIO,11. SUR,MASCULINO,8,3,EL ROCIO,11. SUR,3 a 12 años
246,2021,BALONCESTO,cancha #1 baloncesto barrio el rocio,EL ROCIO,11. SUR,FEMENINO,8,1,TOLEDO PLATA,11. SUR,3 a 12 años
247,2021,BALONCESTO,cancha #1 baloncesto barrio el rocio,EL ROCIO,11. SUR,MASCULINO,11,4,FONTANA,10. PROVENZA,3 a 12 años
248,2021,BALONCESTO,cancha #1 baloncesto barrio el rocio,EL ROCIO,11. SUR,MASCULINO,11,4,PROVENZA,10. PROVENZA,3 a 12 años
249,2021,BALONCESTO,cancha principal barrio el porvenir,EL PORVENIR,10. PROVENZA,MASCULINO,9,3,EL PORVENIR,10. PROVENZA,3 a 12 años
250,2021,BALONCESTO,cancha principal barrio el porvenir,EL PORVENIR,10. PROVENZA,MASCULINO,10,3,EL PORVENIR,10. PROVENZA,3 a 12 años
251,2021,BALONCESTO,cancha principal barrio el porvenir,EL PORVENIR,10. PROVENZA,MASCULINO,10,3,EL PORVENIR,10. PROVENZA,3 a 12 años
252,2021,BALONCESTO,cancha principal barrio el porvenir,EL PORVENIR,10. PROVENZA,MASCULINO,10,3,EL PORVENIR,10. PROVENZA,3 a 12 años
253,2021,BALONCESTO,cancha principal barrio el porvenir,EL PORVENIR,10. PROVENZA,FEMENINO,10,3,EL PORVENIR,10. PROVENZA,3 a 12 años
254,2021,BALONCESTO,cancha principal barrio el porvenir,EL PORVENIR,10. PROVENZA,MASCULINO,12,3,EL PORVENIR,10. PROVENZA,3 a 12 años
255,2021,BALONCESTO,cancha principal barrio el porvenir,EL PORVENIR,10. PROVENZA,MASCULINO,11,2,SIN INFORMACION,SIN INFORMACION,3 a 12 años
256,2021,BALONCESTO,cancha principal barrio el porvenir,EL PORVENIR,10. PROVENZA,MASCULINO,10,3,TOLEDO PLATA,11. SUR,3 a 12 años
257,2021,BALONCESTO,cancha principal barrio el porvenir,EL PORVENIR,10. PROVENZA,MASCULINO,12,3,EL PORVENIR,10. PROVENZA,3 a 12 años
258,2021,BALONCESTO,cancha principal barrio el porvenir,EL PORVENIR,10. PROVENZA,MASCULINO,11,3,EL PORVENIR,10. PROVENZA,3 a 12 años
259,2021,BALONCESTO,cancha principal barrio el porvenir,EL PORVENIR,10. PROVENZA,MASCULINO,10,3,EL PORVENIR,10. PROVENZA,3 a 12 años
260,2021,BALONCESTO,cancha principal barrio el porvenir,EL PORVENIR,10. PROVENZA,MASCULINO,8,3,GARCIA ROVIRA,15. CENTRO,3 a 12 años
261,2021,BALONCESTO,cancha principal barrio el porvenir,EL PORVENIR,10. PROVENZA,FEMENINO,7,3,GARCIA ROVIRA,15. CENTRO,3 a 12 años
262,2021,BALONCESTO,cancha principal barrio el porvenir,EL PORVENIR,10. PROVENZA,MASCULINO,10,3,EL PORVENIR,10. PROVENZA,3 a 12 años
263,2021,BALONCESTO,cancha principal barrio el porvenir,EL PORVENIR,10. PROVENZA,MASCULINO,10,3,EL PORVENIR,10. PROVENZA,3 a 12 años
264,2021,BALONCESTO,cancha principal barrio el porvenir,EL PORVENIR,10. PROVENZA,MASCULINO,8,3,EL PORVENIR,10. PROVENZA,3 a 12 años
265,2021,BALONCESTO,cancha principal barrio el porvenir,EL PORVENIR,10. PROVENZA,MASCULINO,7,3,GARCIA ROVIRA,15. CENTRO,3 a 12 años
266,2021,BALONCESTO,cancha principal barrio el porvenir,EL PORVENIR,10. PROVENZA,MASCULINO,8,3,EL PORVENIR,10. PROVENZA,3 a 12 años
267,2021,BALONCESTO,cancha principal barrio el porvenir,EL PORVENIR,10. PROVENZA,FEMENINO,8,3,EL PORVENIR,10. PROVENZA,3 a 12 años
268,2021,BALONCESTO,cancha principal barrio el porvenir,EL PORVENIR,10. PROVENZA,MASCULINO,9,3,EL PORVENIR,10. PROVENZA,3 a 12 años
269,2021,BALONCESTO,cancha principal barrio el porvenir,EL PORVENIR,10. PROVENZA,MASCULINO,10,3,EL PORVENIR,10. PROVENZA,3 a 12 años
270,2021,BALONCESTO,cancha principal barrio el porvenir,EL PORVENIR,10. PROVENZA,MASCULINO,6,3,EL PORVENIR,10. PROVENZA,3 a 12 años
271,2021,BALONCESTO,cancha principal barrio el porvenir,EL PORVENIR,10. PROVENZA,MASCULINO,7,3,EL PORVENIR,10. PROVENZA,3 a 12 años
272,2021,BALONCESTO,cancha principal barrio el porvenir,EL PORVENIR,10. PROVENZA,FEMENINO,9,3,EL PORVENIR,10. PROVENZA,3 a 12 años
273,2021,BALONCESTO,cancha principal barrio el porvenir,EL PORVENIR,10. PROVENZA,MASCULINO,11,3,EL PORVENIR,10. PROVENZA,3 a 12 años
274,2021,BALONCESTO,cancha principal barrio el porvenir,EL PORVENIR,10. PROVENZA,FEMENINO,11,3,EL PORVENIR,10. PROVENZA,3 a 12 años
275,2021,BALONCESTO,cancha principal barrio el porvenir,EL PORVENIR,10. PROVENZA,MASCULINO,10,3,EL PORVENIR,10. PROVENZA,3 a 12 años
276,2021,BALONCESTO,cancha principal barrio granjas de provenza,PROVENZA,10. PROVENZA,MASCULINO,6,1,REAL DE MINAS,07. LA CIUDADELA,3 a 12 años
277,2021,BALONCESTO,cancha principal barrio granjas de provenza,PROVENZA,10. PROVENZA,MASCULINO,8,1,PROVENZA,10. PROVENZA,3 a 12 años
278,2021,BALONCESTO,cancha principal barrio granjas de provenza,PROVENZA,10. PROVENZA,MASCULINO,9,2,REAL DE MINAS,07. LA CIUDADELA,3 a 12 años
279,2021,BALONCESTO,cancha principal barrio granjas de provenza,PROVENZA,10. PROVENZA,MASCULINO,9,1,REAL DE MINAS,07. LA CIUDADELA,3 a 12 años
280,2021,BALONCESTO,cancha principal barrio granjas de provenza,PROVENZA,10. PROVENZA,MASCULINO,8,1,PROVENZA,10. PROVENZA,3 a 12 años
281,2021,BALONCESTO,cancha principal barrio granjas de provenza,PROVENZA,10. PROVENZA,FEMENINO,8,3,PROVENZA,10. PROVENZA,3 a 12 años
